📺央视频道,#genre#
CCTV-4,http://221.226.51.220:50081/newlive/live/hls/4/live.m3u8
CCTV-5,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub
CCTV-5,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV-5,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009
CCTV-5,http://23.237.228.134/live5/CCTV5.m3u8
CCTV-5,http://38.75.136.137:98/gslb/dsdqbv/cctv5hd.m3u8?auth=test20251009
CCTV-5,http://23.237.228.134/live5/CCTV5p.m3u8
CCTV-6,http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV-6,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV-6,http://111.221.137.234:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-6,http://27.41.245.32:801/hls/6/index.m3u8
CCTV-6,http://112.27.235.94:8000/hls/7/index.m3u8
CCTV-6,http://8.138.7.223/tv/1905.php?id=LIVE3YPYZ30E7V1R0
CCTV-7,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009
CCTV-7,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV-7,http://23.237.228.134/live5/CCTV7.m3u8
CCTV-7,http://27.41.245.32:801/hls/7/index.m3u8
CCTV-7,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV-7,http://61.156.228.12:8154/tsfile/live/0007_1.m3u8
CCTV-8,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8
CCTV-8,http://27.41.245.32:801/hls/8/index.m3u8
CCTV-8,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
CCTV-8,http://112.132.10.54:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,https://iptv.catvod.com/live.php?id=CCTV9
CCTV-9,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
CCTV-9,http://23.237.228.134/live5/CCTV9.m3u8
CCTV-9,http://27.41.245.32:801/hls/9/index.m3u8
CCTV-9,http://111.221.137.234:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9,http://120.238.94.10:9901/tsfile/live/1027_1.m3u8
CCTV-10,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV-10,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV-10,http://23.237.228.134/live5/CCTV10.m3u8
CCTV-10,http://27.41.245.32:801/hls/10/index.m3u8
CCTV-10,http://61.156.228.12:8154/tsfile/live/0010_1.m3u8
CCTV-10,http://120.238.94.10:9901/tsfile/live/1028_1.m3u8
CCTV-12,https://migu.188766.xyz/?migutoken=eedba1a801a8a33de72bce787319ccd3&id=CCTV12&type=yy
CCTV-12,https://iptv.catvod.com/live.php?id=CCTV12&line=5
CCTV-12,https://iptv.catvod.com/live.php?id=CCTV12&line=6
CCTV-12,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV-12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-12,http://23.237.228.134/live3/CCTV12.m3u8
CCTV-13,https://migu.188766.xyz/?migutoken=2f35f43c546c904ff2e2863ffa031828&id=CCTV13&type=yy
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=4
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=2
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=13
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=7
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=12
CCTV-14,https://migu.188766.xyz/?migutoken=a88bf3d8cf2e84df6de1a9794820427e&id=CCTV14&type=yy
CCTV-14,https://iptv.catvod.com/live.php?id=CCTV14&line=3
CCTV-14,https://iptv.catvod.com/live.php?id=CCTV14&line=6
CCTV-14,https://iptv.catvod.com/live.php?id=CCTV14&line=4
CCTV-14,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15&line=3
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15&line=4
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15&line=5
CCTV-15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub

📡卫视频道,#genre#
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
广东卫视,http://23.237.228.134/live6/guangdong.m3u8
广东卫视,http://61.184.46.85:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://69.30.246.194/live/zjws.m3u8
浙江卫视,https://play-qukan.cztv.com/live/1746687519046362.m3u8
浙江卫视,http://23.237.228.134/live6/zhejiang.m3u8
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
湖南卫视,http://69.30.246.194/live/hnws.m3u8
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://23.237.228.134/live6/hunan.m3u8
安徽卫视,https://iptv.catvod.com/live.php?id=%E5%AE%89%E5%BE%BD%E5%8D%AB%E8%A7%86
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
安徽卫视,http://23.237.228.134/live8/anhui.m3u8
安徽卫视,http://112.123.243.37:50085/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://61.184.46.85:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8
重庆卫视,http://23.237.228.134/live6/chongqing.m3u8
重庆卫视,http://61.156.228.12:8154/tsfile/live/0142_1.m3u8
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://111.221.137.234:44330/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://69.30.246.194/live/dfws.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
东方卫视,http://23.237.228.134/live6/dongnan.m3u8
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视,http://183.215.134.239:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://23.237.228.134/live8/gansu.m3u8
东南卫视,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8
东南卫视,http://58.57.40.22:9901/tsfile/live/1037_1.m3u8
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8
贵州卫视,https://iptv.catvod.com/live.php?id=%E8%B4%B5%E5%B7%9E%E5%8D%AB%E8%A7%86
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
贵州卫视,http://23.237.228.134/live6/hainan.m3u8
贵州卫视,http://222.214.208.34:59901/tsfile/live/0120_1.m3u8
贵州卫视,http://cssbyd.imwork.net:8082/hls/39/index.m3u8
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8
江苏卫视,http://69.30.246.194/live/jsws.m3u8
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江苏卫视,http://27.41.245.32:801/hls/42/index.m3u8
江苏卫视,http://222.214.208.34:59901/tsfile/live/0127_1.m3u8
江苏卫视,http://112.27.235.94:8000/hls/32/index.m3u8
江苏卫视,http://61.156.228.12:8154/tsfile/live/0127_1.m3u8
辽宁卫视,https://iptv.catvod.com/live.php?id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
辽宁卫视,http://23.237.228.134/live8/liaoning.m3u8
辽宁卫视,http://39.152.103.17:8089/tsfile/live/1024_1.m3u8
辽宁卫视,http://61.184.46.85:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.221.137.234:44330/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,https://iptv.catvod.com/live.php?id=%E5%B1%B1%E4%B8%9C%E5%8D%AB%E8%A7%86
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
山东卫视,http://112.123.243.37:50085/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://222.169.85.8:9901/tsfile/live/0131_1.m3u8
山东卫视,http://111.221.137.234:44330/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://36.32.174.67:60080/newlive/live/hls/42/live.m3u8
陕西卫视,https://iptv.catvod.com/live.php?id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86
陕西卫视,http://23.237.228.134/live6/sichuan.m3u8
陕西卫视,http://117.36.76.86:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://cssbyd.imwork.net:8082/hls/42/index.m3u8
陕西卫视,http://36.32.174.67:60080/newlive/live/hls/44/live.m3u8
陕西卫视,http://222.169.85.8:9901/tsfile/live/0136_1.m3u8
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
黑龙江卫视,https://iptv.catvod.com/live.php?id=%E9%BB%91%E9%BE%99%E6%B1%9F%E5%8D%AB%E8%A7%86
黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
黑龙江卫视,http://112.27.235.94:8000/hls/48/index.m3u8
黑龙江卫视,http://124.116.183.146:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://61.156.228.12:8154/tsfile/live/0143_1.m3u8

🌊港·澳·台,#genre#
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文,http://183.237.95.108:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰中文,http://27.41.245.32:801/hls/205/index.m3u8
凤凰中文,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰资讯,http://api.kkitv.itv888.vip:8080/streams/wzt3qbit80m/index.m3u8
凤凰资讯,http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pin72.flv
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1163871
凤凰资讯,http://pull-vivek.speedws.com/live/aaafhzx.flv

央视频道,#genre#
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1&line=14
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1&line=4
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
CCTV-1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV-1,http://39.77.157.82:4002/rtp/239.253.254.77:8000
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2&line=5
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2&line=8
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2&line=4
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2&line=3
CCTV-2,http://38.75.136.137:98/gslb/dsdqbv/cctv2hd.m3u8?auth=test20251009
CCTV-2,http://39.77.25.64:4002/rtp/239.253.254.232:8000
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=5
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=3
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=6
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=7
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=4
CCTV-3,http://39.77.163.38:4002/rtp/239.253.254.191:8000
CCTV-4,https://iptv.catvod.com/live.php?id=CCTV4&line=3
CCTV-4,https://iptv.catvod.com/live.php?id=CCTV4&line=6
CCTV-4,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV-4,http://107.150.60.122/live/cctv4hd.m3u8
CCTV-4,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub
CCTV-4,http://39.77.163.38:4002/rtp/239.253.254.111:8000
CCTV-5,https://iptv.catvod.com/live.php?id=CCTV5&line=1
CCTV-5,https://iptv.catvod.com/live.php?id=CCTV5&line=10
CCTV-5,https://iptv.catvod.com/live.php?id=CCTV5&line=8
CCTV-5,https://iptv.catvod.com/live.php?id=CCTV5&line=6
CCTV-5,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV-5,http://39.77.163.38:4002/rtp/239.253.254.192:8000
CCTV-6,https://iptv.catvod.com/live.php?id=CCTV6&line=5
CCTV-6,https://iptv.catvod.com/live.php?id=CCTV6&line=7
CCTV-6,https://iptv.catvod.com/live.php?id=CCTV6&line=11
CCTV-6,https://iptv.catvod.com/live.php?id=CCTV6&line=13
CCTV-6,https://iptv.catvod.com/live.php?id=CCTV6&line=9
CCTV-6,http://39.77.25.64:4002/rtp/239.253.254.193:8000
CCTV-7,https://iptv.catvod.com/live.php?id=CCTV7&line=3
CCTV-7,https://iptv.catvod.com/live.php?id=CCTV7&line=9
CCTV-7,https://iptv.catvod.com/live.php?id=CCTV7&line=2
CCTV-7,https://iptv.catvod.com/live.php?id=CCTV7&line=7
CCTV-7,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009
CCTV-7,http://221.220.133.100:8012/rtp/239.3.1.61:8104
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8&line=14
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8&line=11
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8&line=15
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8&line=4
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8&line=10
CCTV-8,http://39.77.163.38:4002/rtp/239.253.254.194:8000
CCTV-9,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV-9,https://iptv.catvod.com/live.php?id=CCTV9&line=5
CCTV-9,https://iptv.catvod.com/live.php?id=CCTV9&line=3
CCTV-9,https://iptv.catvod.com/live.php?id=CCTV9&line=4
CCTV-9,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV-9,http://39.77.157.82:4002/rtp/239.253.254.79:8000
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10&line=6
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10&line=3
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10&line=10
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10&line=8
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10&line=2
CCTV-10,http://39.77.25.64:4002/rtp/239.253.254.234:8000
CCTV-12,https://iptv.catvod.com/live.php?id=CCTV12&line=6
CCTV-12,https://iptv.catvod.com/live.php?id=CCTV12&line=5
CCTV-12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-12,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV-12,http://39.77.157.82:4002/rtp/239.253.254.235:8000
CCTV-12,http://39.77.25.64:4002/rtp/239.253.254.235:8000
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=13
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=2
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=12
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=7
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=4
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-14,https://iptv.catvod.com/live.php?id=CCTV14&line=3
CCTV-14,https://iptv.catvod.com/live.php?id=CCTV14&line=6
CCTV-14,https://iptv.catvod.com/live.php?id=CCTV14&line=4
CCTV-14,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV-14,http://39.77.157.82:4002/rtp/239.253.254.236:8000
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15&line=5
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15&line=3
CCTV-15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15&line=4
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15
CCTV-15,http://221.220.133.100:8012/rtp/239.3.1.153:8136

卫视频道,#genre#
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&line=7
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&line=5
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&line=9
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&line=8
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&line=2
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86&line=1
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86&line=3
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
安徽卫视,https://iptv.catvod.com/live.php?id=%E5%AE%89%E5%BE%BD%E5%8D%AB%E8%A7%86&line=1
安徽卫视,https://iptv.catvod.com/live.php?id=%E5%AE%89%E5%BE%BD%E5%8D%AB%E8%A7%86&line=3
安徽卫视,https://iptv.catvod.com/live.php?id=%E5%AE%89%E5%BE%BD%E5%8D%AB%E8%A7%86&line=2
安徽卫视,https://iptv.catvod.com/live.php?id=%E5%AE%89%E5%BE%BD%E5%8D%AB%E8%A7%86
安徽卫视,http://221.220.133.100:8012/rtp/239.3.1.211:8064
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
重庆卫视,https://iptv.catvod.com/live.php?id=%E9%87%8D%E5%BA%86%E5%8D%AB%E8%A7%86&line=2
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
重庆卫视,https://iptv.catvod.com/live.php?id=%E9%87%8D%E5%BA%86%E5%8D%AB%E8%A7%86&line=1
重庆卫视,http://221.220.133.100:8012/rtp/239.3.1.122:8160
重庆卫视,http://114.254.36.134:8888/rtp/239.3.1.122:8160
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东方卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&line=5
东方卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&line=2
东方卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&line=6
东方卫视,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&line=1
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
东南卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86&line=4
东南卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86&line=3
东南卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86&line=2
东南卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86&line=1
东南卫视,http://112.109.206.238:9999/rtp/239.255.40.203:8208
贵州卫视,https://iptv.catvod.com/live.php?id=%E8%B4%B5%E5%B7%9E%E5%8D%AB%E8%A7%86&line=1
贵州卫视,https://iptv.catvod.com/live.php?id=%E8%B4%B5%E5%B7%9E%E5%8D%AB%E8%A7%86
贵州卫视,https://iptv.catvod.com/live.php?id=%E8%B4%B5%E5%B7%9E%E5%8D%AB%E8%A7%86&line=3
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
贵州卫视,http://39.77.157.82:4002/rtp/239.253.254.113:8000
贵州卫视,http://39.77.25.64:4002/rtp/239.253.254.113:8000
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&line=4
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&line=7
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&line=3
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&line=2
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&line=1
江苏卫视,http://221.220.133.100:8012/rtp/239.3.1.135:8028
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
辽宁卫视,https://iptv.catvod.com/live.php?id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86&line=1
辽宁卫视,https://iptv.catvod.com/live.php?id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86
辽宁卫视,https://iptv.catvod.com/live.php?id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86&line=3
